Marca,GTIN,Desconto,Preco com desconto,link,Nome,Desconto com pix,Preco pix,Preco unitario
Daudt,7891106001946,2.69,21.78,https://www.drogariaveracruz.com.br/aspirina-prevent-100mg-30-comprimidos-revestidos/p,Aspirina Prevent 100mg 30 comprimidos revestidos,3.78,20.69,24.47
Marjan,7896226108926,28.06,76.4,https://www.drogariaveracruz.com.br/dozemast-1000mcg-30-comprimidos-sublinguais/p,Dozemast Mecobalamina 1000mcg Com 30 Comprimidos Sublinguais,31.88,72.58,104.46
Almeida Prado,7898037080286,4.07,29.83,https://www.drogariaveracruz.com.br/complexo-homeopatico-almeida-prado-n-28-60-comprimidos/p,Almeida Prado N 28 60 Comprimidos,5.56,28.34,33.9
Hertz,7896331707946,3.71,22.79,https://www.drogariaveracruz.com.br/ritmoneuran-rtm-20-capsulas/p,Ritmoneuran RTM 20 Cápsulas,4.85,21.65,26.5
Lipomax,7898040328474,,47.9,https://www.drogariaveracruz.com.br/suplemento-alimentar-lipomax-cromo-60-capsulas/p,Suplemento Alimentar Lipomax Cromo 60 cápsulas,,45.51,
Merck,7891721026706,51.94,96.47,https://www.drogariaveracruz.com.br/concor-hct-5mg-125mg-30-comprimidos-revestidos/p,"Concor HCT 5mg + 12,5mg 30 comprimidos revestidos",56.76,91.65,148.41
Ache,7896181918943,,159.89,https://www.drogariaveracruz.com.br/alenia-refil-12mcg-400mcg-60-capsulas-inalatorias/p,Alenia Refil 12mcg + 400mcg 60 cápsulas inalatórias,,151.9,
Procter&amp;Gamble,7500435185028,51.55,99.9,https://www.drogariaveracruz.com.br/suplemento-alimentar-femibion-2-28-comprimidos-28-capsulas/p,Femibion 2 28 comprimidos + 28 cápsulas,56.54,94.91,151.45
Sanofi,5060632506146,54.36,217.46,https://www.drogariaveracruz.com.br/actonel-chronos-35mg-4-comprimidos-revestidos-de-liberacao-retardada/p,Actonel Chronos 35mg 4 comprimidos revestidos de liberação retardada,65.23,206.59,271.82
Vick,7896093001054,0.35,4.04,https://www.drogariaveracruz.com.br/cha-vick-pyrena-sabor-mel-e-limao-5g/p,Chá Vick Pyrena Sabor Mel e Limão 5g,0.55,3.84,4.39
Não encontrada,Não encontrado,15.95,63.8,https://www.drogariaveracruz.com.br/rosucor-eze-10mg-10mg-30-capsulas-duras/p,Rosucor EZE 10mg + 10mg 30 cápsulas duras,19.14,60.61,79.75
Sanofi,7897595901446,6.88,18.61,https://www.drogariaveracruz.com.br/puran-t4-125mcg-30-comprimidos-11882/p,Puran T4 125mcg 30 comprimidos,7.81,17.68,25.49
Sanofi,7891058001155,2.18,22.09,https://www.drogariaveracruz.com.br/analgesico-novalgina-1g-10-comprimidos/p,Novalgina 1g 10 comprimidos,3.28,20.99,24.27
Divcom Pharma,7898040328535,16.49,46.95,https://www.drogariaveracruz.com.br/varicell-phyto-500mg-30-capsulas/p,Varicell 500mg 30 cápsulas,18.84,44.6,63.44
Hypera,7896094904118,0.99,13.19,https://www.drogariaveracruz.com.br/lacto-purga-16-comprimidos-revestidos/p,Lacto-Purga 16 comprimidos revestidos,1.65,12.53,14.18
Leofarma,5702191025637,12.18,81.55,https://www.drogariaveracruz.com.br/azelan-gel-150mgg-30g/p,Azelan Gel 150mg/g 30g,16.26,77.47,93.73
Cepalab,7898902708123,5.51,2.48,https://www.drogariaveracruz.com.br/teste-de-gravidez-fast-test-1un/p,Teste de Gravidez Fast Test 1un,5.63,2.36,7.99
Dramin,7896094922075,1.7,22.65,https://www.drogariaveracruz.com.br/dramin-b6-30ml/p,Dramin B6 30ml,2.83,21.52,24.35
Hertz,7896331702057,2.51,15.39,https://www.drogariaveracruz.com.br/calotrat-hertz-solucao-5ml/p,Calotrat Hertz Solução 5ml,3.28,14.62,17.9
Marjan,7896226109305,,115.75,https://www.drogariaveracruz.com.br/suplemento-vitaminico-calde-60-comprimidos-mastigaveis/p,Caldê 60 comprimidos mastigáveis,,109.96,
Sigma Pharma,7894916513135,30.97,141.07,https://www.drogariaveracruz.com.br/bramicar-hct-80mg-125mg-60-comprimidos/p,"Bramicar HCT 80mg + 12,5mg 60 comprimidos",38.02,134.02,172.04
Sanofi,7897595903365,7.51,19.31,https://www.drogariaveracruz.com.br/puran-t4-88mcg-30-comprimidos/p,Puran T4 88mcg 30 comprimidos,8.48,18.34,26.82
Ems,7894916513104,8.05,81.45,https://www.drogariaveracruz.com.br/suplemento-vitaminico-neutrofer-prev-60ml/p,Neutrofer Prev 60ml,12.12,77.38,89.5
Farmoquimica,7898040323844,,137.5,https://www.drogariaveracruz.com.br/probiatop-30-saches-com-1g/p,Probiatop 30 sachês com 1g,,130.63,
Hertz,7896331707403,9.5,46.4,https://www.drogariaveracruz.com.br/elixir-galenogal-150ml/p,Elixir Galenogal 150ml,11.82,44.08,55.9
Natulab,7898133137297,7.56,15.34,https://www.drogariaveracruz.com.br/hidraplex-natulab-sabor-agua-de-coco-04-envelopes/p,Hidraplex Natulab Sabor Água de Coco 04 envelopes,8.33,14.57,22.9
Ache,7896658002076,1.96,10.3,https://www.drogariaveracruz.com.br/levoid-38mcg-30-comprimidos/p,Levoid 38mcg 30 comprimidos,2.47,9.79,12.26
Não encontrada,Não encontrado,,41.9,https://www.drogariaveracruz.com.br/digeliv-400gaiu-15-comprimidos-mastigaveis/p,Digeliv 400GaIU 15 comprimidos mastigáveis,,39.81,
Biolab Sanus,7896241231616,7.43,31.66,https://www.drogariaveracruz.com.br/tapazol-5mg-100-comprimidos/p,Tapazol 5mg 100 comprimidos,9.01,30.08,39.09
Gsk,7896015517090,,9.82,https://www.drogariaveracruz.com.br/analgesico-sonridor-caf-2-comprimidos-efervescentes/p,Sonridor Caf 2 comprimidos efervescentes,,9.33,
Novo Nordisk,7897705202586,,1299.7,https://www.drogariaveracruz.com.br/ozempic-1-mg-1-carpule-de-3ml-1-sistema-para-aplicacao-4-agulhas-novofine/p,Ozempic 1 mg 1 carpule de 3ml + 1 sistema para aplicação + 4 agulhas novofine,,1234.72,
Almeida Prado,7898037084857,2.44,32.46,https://www.drogariaveracruz.com.br/arnica-montana-6ch-almeida-prado-frasco-com-13g/p,Arnica Montana 6CH Almeida Prado Frasco com 13g,4.06,30.84,34.9
Genom,7896006220503,7.62,34.71,https://www.drogariaveracruz.com.br/apresolina-50mg-60-drageas/p,Apresolina 50mg 60 drágeas,9.36,32.97,42.33
Boehringer,7896026302784,3.86,31.27,https://www.drogariaveracruz.com.br/berotec-100mcgml-200-doses-10ml/p,Berotec 100mcg/ml 200 doses 10ml,5.42,29.71,35.13
Neosaldina,7896094999992,16.17,29.9,https://www.drogariaveracruz.com.br/neosaldina-30-drageas/p,Neosaldina 30 drágeas,17.66,28.41,46.07
Sigma Pharma,7894916500333,7.52,55.13,https://www.drogariaveracruz.com.br/neutrofer-300mg-30-comprimidos-revestidos/p,Neutrofer 300mg 30 comprimidos revestidos,10.28,52.37,62.65
Boehringer,7896026306751,,500.5,https://www.drogariaveracruz.com.br/glyxambi-25mg-5mg-30-comprimidos-revestidos/p,Glyxambi 25mg + 5mg 30 comprimidos revestidos,,475.48,
Aspen Pharma,7895858017415,0.74,11.55,https://www.drogariaveracruz.com.br/magnesia-bisurada-sabor-menta-10-pastilhas/p,Magnésia Bisurada Sabor Menta 10 pastilhas,1.32,10.97,12.29
Myralis Pharma,7898430193590,11.36,34.09,https://www.drogariaveracruz.com.br/dprev-14000ui-04-comprimidos-revestidos/p,Dprev 14.000ui 4 comprimidos revestidos,13.06,32.39,45.45
Neo Quimica,7896714210018,15.59,17.57,https://www.drogariaveracruz.com.br/doralgina-neo-quimica-20-drageas/p,Doralgina Neo Química 20 drágeas,16.47,16.69,33.16
Hypera,7896094922433,,184.73,https://www.drogariaveracruz.com.br/nesina-25mg-30-comprimidos-revestidos/p,Nesina 25mg 30 comprimidos revestidos,,175.49,
Nicorette,7891010970888,20.34,92.64,https://www.drogariaveracruz.com.br/nicorette-4mg-icemint-30-gomas-mastigaveis/p,Nicorette 4mg Icemint 30 gomas mastigáveis,24.97,88.01,112.98
Arese,7896317906165,13.17,59.98,https://www.drogariaveracruz.com.br/folacin-sabor-laranja-gotas-30ml/p,Folacin Sabor Laranja Gotas 30ml,16.17,56.98,73.15
Sanofi,7896094928107,2.16,24.87,https://www.drogariaveracruz.com.br/aas-infantil-100mg-com-30-comprimidos/p,AAS Infantil 100mg com 30 comprimidos,3.4,23.63,27.03
Hypera,7896094907324,6.37,25.48,https://www.drogariaveracruz.com.br/engov-24-comprimidos/p,Engov 24 comprimidos,7.64,24.21,31.85
Ache,7896658015380,7.02,34.3,https://www.drogariaveracruz.com.br/trezor-10mg-30-comprimidos-revestidos/p,Trezor 10mg 30 comprimidos revestidos,8.73,32.59,41.32
União Química,7896006216483,1.65,14.9,https://www.drogariaveracruz.com.br/xantinon-30-comprimidos-revestidos/p,Xantinon 30 comprimidos revestidos,2.39,14.16,16.55
Galderma,7897930760172,11.63,104.72,https://www.drogariaveracruz.com.br/rozex-75mgg-gel-30g/p,"Rozex 7,5mg/g Gel 30g",16.87,99.48,116.35
Sanofi,7891058004354,13.66,77.39,https://www.drogariaveracruz.com.br/antialergico-allegra-pediatrico-6mgml-150ml/p,Allegra Pediátrico 6mg/ml 150ml,17.53,73.52,91.05
Ache,7896658029028,26.77,140.57,https://www.drogariaveracruz.com.br/leucogen-80mg-30-capsulas/p,Leucogen 80mg 30 cápsulas,33.8,133.54,167.34
Adium,7892953003022,41.76,167.02,https://www.drogariaveracruz.com.br/codroflex-500mg-400mg-90-capsulas/p,Condroflex 500mg + 400mg 90 cápsulas,50.11,158.67,208.78
Genom,7896006201564,13.24,29.48,https://www.drogariaveracruz.com.br/climene-2mg-2mg-1mg-21-drageas/p,"CLIMENE - (2mg) + (2mg + 1mg), 21 drágeas",14.71,28.01,42.72
Sigma Pharma,7894916512022,7.99,41.95,https://www.drogariaveracruz.com.br/somalgin-cardio-100mg-60-comprimidos-revestidos-de-dupla-camada/p,Somalgin Cardio 100mg 60 comprimidos revestidos de dupla camada,10.09,39.85,49.94
Myralis Pharma,7898430192876,19.8,53.55,https://www.drogariaveracruz.com.br/dprev-2000ui-60-comprimidos-revestidos/p,DPrev 2.000UI 60 comprimidos revestidos,22.48,50.87,73.35
Sanofi,7897595901309,4.98,13.46,https://www.drogariaveracruz.com.br/puran-t4-25mcg-30-comprimidos/p,Puran T4 25mcg 30 comprimidos,5.65,12.79,18.44
Theramex,5060632500878,24.19,72.59,https://www.drogariaveracruz.com.br/estreva-01-1-frasco-com-50g-de-gel-de-uso-dermatologico/p,"ESTREVA - 0,1%, 1 frasco com 50g de gel de uso dermatológico",27.82,68.96,96.78
Neo Quimica,7896714292816,48.25,69.44,https://www.drogariaveracruz.com.br/flavonid-900mg-100mg-30-comprimidos-revestidos/p,Flavonid 900mg + 100mg 30 comprimidos revestidos,51.72,65.97,117.69
Arese,7899824400775,,58.9,https://www.drogariaveracruz.com.br/folifer-gotas-30ml/p,Folifer Gotas 30ml,,55.96,
Farmoquimica,7898040324988,21.96,222.04,https://www.drogariaveracruz.com.br/motix-solucao-injetavel-10-ampolas-com-22ml-cada/p,"Motix Solução Injetável 10 ampolas com 2,2ml cada",33.06,210.94,244.0
Ache,7896181915072,15.56,70.9,https://www.drogariaveracruz.com.br/lotar-5mg-50mg-30-capsulas/p,Lotar 5mg + 50mg 30 cápsulas,19.1,67.36,86.46
Cellera,7898168001280,25.94,15.23,https://www.drogariaveracruz.com.br/creme-dermatologico-cetobeta-30g/p,Cetobeta Creme 30g,26.7,14.47,41.17
Libbs,7896094208858,33.28,105.38,https://www.drogariaveracruz.com.br/plenance-10mg-90-comprimidos-revestidos/p,Plenance 10mg 90 comprimidos revestidos,38.55,100.11,138.66
Apsen,7896637022569,14.29,60.91,https://www.drogariaveracruz.com.br/retemic-5mg-60-comprimidos/p,Retemic 5mg 60 comprimidos,17.34,57.86,75.2
Hertz,7896331709193,4.09,30.0,https://www.drogariaveracruz.com.br/proctocaps-20-capsulas/p,Proctocaps 20 cápsulas,5.59,28.5,34.09
Amgen,7898609960565,281.36,1125.45,https://www.drogariaveracruz.com.br/solucao-injetavel-prolia-60mg-1-seringa-com-1ml-refrigerado/p,Solução Injetável Prolia 60mg 1 Seringa com 1ml Refrigerado,337.63,1069.18,1406.81
Torrent,8903855092768,17.07,54.04,https://www.drogariaveracruz.com.br/rosucor-eze-5mg-10mg-30-capsulas-duras/p,Rosucor EZE 5mg +10mg 30 cápsulas duras,19.77,51.34,71.11
Sanofi,7896026300155,2.04,17.09,https://www.drogariaveracruz.com.br/laxante-dulcolax-5mg-20-drageas/p,Dulcolax 5mg 20 drágeas,2.89,16.24,19.13
Pfizer,7896009498541,13.17,69.13,https://www.drogariaveracruz.com.br/caltrate-ca-600mg-d3-200-ui-30-comprimidos-revestidos/p,Caltrate Ca 600mg + D3 200 UI 30 comprimidos revestidos,16.63,65.67,82.3
Biolab Sanus,7896112400493,27.18,142.72,https://www.drogariaveracruz.com.br/solucao-topica-pantogar-top-80ml/p,Solução Tópica Pantogar Top 80ml,34.32,135.58,169.9
Biolab Sanus,7896241241462,19.36,82.54,https://www.drogariaveracruz.com.br/aradois-25mg-60-comprimidos-revestidos/p,Aradois 25mg 60 comprimidos revestidos,23.49,78.41,101.9
Genom,7896006221012,8.25,46.74,https://www.drogariaveracruz.com.br/dews-5mgml-solucao-oftalmica-10ml/p,Dews 5mg/ml Solução Oftálmica 10ml,10.59,44.4,54.99
Momenta,7891317015176,4.58,52.7,https://www.drogariaveracruz.com.br/laxante-minilax-7-bisnagas-com-65g/p,"Laxante Minilax 7 bisnagas com 6,5g",7.21,50.07,57.28
Weleda,7893093015678,10.25,92.25,https://www.drogariaveracruz.com.br/sinudoron-weleda-50ml/p,Sinudoron Weleda 50ml,14.86,87.64,102.5
Brasterapica,7898100243112,24.24,12.49,https://www.drogariaveracruz.com.br/xarope-phitoss-7mgml-sabor-framboesa-100ml/p,Phitóss Xarope 7mg/ml Sabor Framboesa 100ml,24.86,11.87,36.73
Ems,7896004752471,59.59,32.09,https://www.drogariaveracruz.com.br/ibandronato-de-sodio-monoidratado-150mg-ems-1-comprimido-revestido/p,Ibandronato de Sódio Monoidratado 150mg EMS 1 comprimido revestido,61.19,30.49,91.68
Hypera,7896094930001,3.68,24.61,https://www.drogariaveracruz.com.br/buscopan-gotas-10mg-20ml/p,Buscopan Gotas 10mg 20ml,4.91,23.38,28.29
Ems,7896004712857,,16.88,https://www.drogariaveracruz.com.br/vitafer-109mg-50-comprimidos-revestidos/p,Vitafer 109mg 50 comprimidos revestidos,,16.04,
Procter&amp;Gamble,7891721022845,13.26,81.49,https://www.drogariaveracruz.com.br/flexive-cdm-creme-50g/p,Flexive CDM Creme 50g,17.33,77.42,94.75
Apsen,7896637023665,11.59,11.13,https://www.drogariaveracruz.com.br/miosan-10mg-10-comprimidos-revestidos/p,Miosan 10mg 10 comprimidos revestidos,12.15,10.57,22.72
Boehringer,7896026305259,,327.33,https://www.drogariaveracruz.com.br/trayenta-5mg-30-comprimidos-revestidos/p,Trayenta 5mg 30 comprimidos revestidos,,310.96,
União Química,7896006257929,,9.48,https://www.drogariaveracruz.com.br/bisalax-5mg-20-drageas/p,Bisalax 5mg 20 drágeas,,9.01,
Imecap,7898414852734,2.56,23.04,https://www.drogariaveracruz.com.br/imecap-hair-cabelos-e-unhas-30-capsulas/p,Imecap Hair Cabelos e Unhas 30 cápsulas,3.71,21.89,25.6
Abbott,7896255716956,8.29,37.74,https://www.drogariaveracruz.com.br/synthroid-50mcg-30-comprimidos/p,Synthroid 50mcg 30 comprimidos,10.18,35.85,46.03
Medley,7895858017385,5.23,60.15,https://www.drogariaveracruz.com.br/benestare-625mg-30-comprimidos-revestidos/p,Benestare 625mg 30 comprimidos revestidos,8.24,57.14,65.38
Bayer,7891106000888,0.78,9.01,https://www.drogariaveracruz.com.br/aspirina-c-2-sabor-limao-comprimidos-efervescentes/p,Aspirina C 2 Sabor Limão comprimidos efervescentes,1.23,8.56,9.79
Libbs,7896094208278,7.86,38.4,https://www.drogariaveracruz.com.br/sumaxpro-50mg-500mg-2-comprimidos-revestidos/p,Sumaxpro 50mg + 500mg 2 comprimidos revestidos,9.78,36.48,46.26
Ache,7896658018763,12.43,70.43,https://www.drogariaveracruz.com.br/bravan-hct-160mg-125mg-30-comprimidos/p,"Bravan HCT 160mg + 12,5mg 30 comprimidos",15.95,66.91,82.86
Sanofi,7891058431037,5.26,21.02,https://www.drogariaveracruz.com.br/lasix-40mg-20-comprimidos/p,Lasix 40mg 20 comprimidos,6.31,19.97,26.28
Hertz,7896331703443,5.08,21.66,https://www.drogariaveracruz.com.br/resfenol-20-capsulas/p,Resfenol 20 cápsulas,6.16,20.58,26.74
Almeida Prado,7898037080484,4.07,29.83,https://www.drogariaveracruz.com.br/complexo-homeopatico-almeida-prado-n-48-60-comprimidos/p,Almeida Prado N 48 60 Comprimidos,5.56,28.34,33.9
Vick,7500435157599,17.72,108.82,https://www.drogariaveracruz.com.br/vaporizante-descongestionante-vick-vaporub-unguento-100g/p,Vaporizante Descongestionante Vick VapoRub Unguento 100g,23.16,103.38,126.54
Ache,7896658008788,3.45,18.1,https://www.drogariaveracruz.com.br/levoid-75mcg-30-comprimidos/p,Levoid 75mcg 30 comprimidos,4.35,17.2,21.55
Divcom Pharma,7898040328078,5.91,67.99,https://www.drogariaveracruz.com.br/fumasil-60-comprimidos-orodispersiveis/p,Fumasil 60 Comprimidos Orodispersíveis,9.31,64.59,73.9
Sigma Pharma,7894916512107,5.16,27.12,https://www.drogariaveracruz.com.br/somalgin-cardio-81mg-60-comprimidos-revestidos-de-dupla-camada/p,"Somalgin Cardio 81mg, 60 Comprimidos Revestidos de Dupla Camada",6.52,25.76,32.28
Galderma,3499320010788,28.22,137.76,https://www.drogariaveracruz.com.br/soolantra-10mgg-creme-dermatologico-30g/p,Soolantra 10mg/g Creme Dermatológico 30g,35.11,130.87,165.98
Neosaldina,7896094921986,3.3,5.9,https://www.drogariaveracruz.com.br/neosaldina-4-drageas/p,Neosaldina 4 drágeas,3.59,5.61,9.2
Allergan,7897316804780,49.87,199.49,https://www.drogariaveracruz.com.br/solucao-oftalmica-combigan-02-05-10ml/p,"Combigan Solução Oftálmica 0,2% + 0,5% 10ml",59.84,189.52,249.36
Myralis Pharma,7898430194009,25.81,97.09,https://www.drogariaveracruz.com.br/suplemento-alimentar-pealiv-300mg-30-comprimidos/p,Suplemento Alimentar Pealiv 300mg Myralis 30 Comprimidos,30.66,92.24,122.9
Marjan,7896226109237,,138.6,https://www.drogariaveracruz.com.br/probiotico-zincopro-marjan-farma-30-capsulas/p,ZincoPro Probiótico 30 cápsulas,,131.67,
Neosaldina,7896094921979,11.55,22.9,https://www.drogariaveracruz.com.br/neosaldina-20-drageas/p,Neosaldina 20 drágeas,12.69,21.76,34.45
Biolab Sanus,7896112406570,20.74,94.47,https://www.drogariaveracruz.com.br/pressat-5mg-90-comrpimidos/p,Pressat 5mg 90 comprimidos,25.46,89.75,115.21
Eurofarma,7891317002589,8.98,13.46,https://www.drogariaveracruz.com.br/pastilhas-angino-rub-sabor-menta-16un/p,Angino Rub Sabor Menta Com 16 Pastilhas,9.65,12.79,22.44
Astrazeneca,7896206402860,,85.05,https://www.drogariaveracruz.com.br/selozok-50mg-30-comprimidos-revestidos-de-liberacao-controlada/p,SeloZok 50mg 30 comprimidos revestidos de liberação controlada,,80.8,
Não encontrada,Não encontrado,82.75,70.49,https://www.drogariaveracruz.com.br/latanoprosta-50mcgml-geolab-25ml/p,"Latanoprosta 50mcg/ml Geolab 2,5ml",86.27,66.97,153.24
Blau,7896014673124,,90.54,https://www.drogariaveracruz.com.br/ferropurum-20mgml-5-ampolas-de-5ml/p,Ferropurum 20mg/ml 5 ampolas de 5ml,,86.01,
Galderma,7897930763791,6.56,66.34,https://www.drogariaveracruz.com.br/benzac-ac-100mgg-60g/p,Gel de tratamento Antiacne Dermotivin Benzac 10% 60g,9.88,63.02,72.9
Exeltis,7908134200453,24.85,105.96,https://www.drogariaveracruz.com.br/slinda-4mg-28-comprimidos-revestidos/p,Slinda 4mg 28 comprimidos revestidos,30.15,100.66,130.81
Aspen Pharma,7891045035040,3.78,50.17,https://www.drogariaveracruz.com.br/magnesia-bisurada-sabor-menta-40-pastilhas/p,Magnésia Bisurada Sabor Menta 40 pastilhas,6.29,47.66,53.95
Ache,7896658029806,6.69,60.21,https://www.drogariaveracruz.com.br/suplemento-vitaminico-combi-ad-30ml-seringa-dosadora/p,Combi AD 30ml + seringa dosadora,9.7,57.2,66.9
Não encontrada,Não encontrado,23.42,132.7,https://www.drogariaveracruz.com.br/vagifem-10mcg-18-comprimidos-vaginais-com-aplicadores-individuais/p,Vagifem 10mcg 18 comprimidos vaginais com aplicadores individuais,30.05,126.07,156.12
Libbs,7896094210424,21.78,81.93,https://www.drogariaveracruz.com.br/ceci-2mg-1mg-28-comprimidos-revestidos/p,Ceci 2mg + 1mg 28 comprimidos revestidos,25.88,77.83,103.71
Biolab Sanus,7898549757133,62.27,283.67,https://www.drogariaveracruz.com.br/monessa-90-capsulas/p,Monessa 90 cápsulas,76.45,269.49,345.94
Hypera,7896094925830,11.99,137.91,https://www.drogariaveracruz.com.br/suplemento-alimentar-ofolato-sop-sabor-tangerina-30-saches/p,Ofolato SOP Sabor Tangerina 30 sachês,18.89,131.01,149.9
Abbott,7896255700283,11.73,44.12,https://www.drogariaveracruz.com.br/synthroid-112mcg-30-comprimidos/p,Synthroid 112mcg 30 comprimidos,13.94,41.91,55.85
Hypera,7896094918436,40.74,230.83,https://www.drogariaveracruz.com.br/artroflan-150mg-60-comprimidos-revestidos/p,Artroflan 150mg 60 comprimidos revestidos,52.28,219.29,271.57
Eno,7896015518479,0.94,4.0,https://www.drogariaveracruz.com.br/sal-de-frutas-eno-limao-2-envelopes-com-5g/p,Sal de Frutas Eno Limão 2 envelopes com 5g,1.14,3.8,4.94
Zambon,7898074617445,4.89,30.06,https://www.drogariaveracruz.com.br/xarope-fluimucil-pediatrico-20mgml-sabor-framboesa-120ml/p,Xarope Fluimucil Pediátrico 20mg/ml Sabor Framboesa 120ml,6.39,28.56,34.95
Procter&amp;Gamble,7500435230957,18.0,82.01,https://www.drogariaveracruz.com.br/citoneurin-5000mcg-30-comprimidos-revestidos/p,Citoneurin 5.000mcg 30 comprimidos revestidos,22.1,77.91,100.01
Divcom Pharma,7898040329624,12.0,63.0,https://www.drogariaveracruz.com.br/floratil-at-250mg-10-envelopes-de-125g/p,"Floratil AT 250mg 10 envelopes de 1,25g",15.15,59.85,75.0
Adv,7896230304338,1.2,6.3,https://www.drogariaveracruz.com.br/bicarbonato-de-sodio-adv-10-saches-de-25g-cada/p,"Bicarbonato de Sódio ADV 10 Sachês de 2,5g cada",1.51,5.99,7.5
Salonpas,7896227800874,1.39,8.51,https://www.drogariaveracruz.com.br/adesivos-salonpas-grande-2un/p,Salonpas Adesivos Grande 2un,1.82,8.08,9.9
Aché,7896658033520,5.62,64.68,https://www.drogariaveracruz.com.br/suplemento-alimentar-de-lactase-levty-30-comprimidos-com-10000-ufcc-cada/p,Levty 10.000 U.FCC 30 comprimidos,8.85,61.45,70.3
Biolab Sanus,7896112402336,7.63,101.32,https://www.drogariaveracruz.com.br/suplemento-alimentar-doss-1000ui-vitamina-d3-90-capsulas-gelatinosas/p,Doss 1.000UI Vitamina D3 90 cápsulas gelatinosas,12.7,96.25,108.95
Marjan,7896226109275,21.33,75.62,https://www.drogariaveracruz.com.br/vicog-5mg-90-comprimidos/p,Vicog 5mg 90 comprimidos,25.11,71.84,96.95
